Number of Compute Workers,Repeat,Iteration,Clustering Fitness,Locality Fitness
0,1,4.590000e+09,-3.840330e+09,-2.469860e+09
0,1,4.600000e+09,-3.839320e+09,-2.467570e+09
0,1,4.610000e+09,-3.838160e+09,-2.465300e+09
0,1,4.620000e+09,-3.837050e+09,-2.462930e+09
0,1,4.630000e+09,-3.835930e+09,-2.460770e+09
0,1,4.640000e+09,-3.834840e+09,-2.458570e+09
0,1,4.650000e+09,-3.833680e+09,-2.456460e+09
0,1,4.660000e+09,-3.832580e+09,-2.454330e+09
0,1,4.670000e+09,-3.831480e+09,-2.452180e+09
0,1,4.680000e+09,-3.830400e+09,-2.449990e+09
0,1,4.690000e+09,-3.829320e+09,-2.447830e+09
0,1,4.700000e+09,-3.828230e+09,-2.445700e+09
0,1,4.710000e+09,-3.827150e+09,-2.443500e+09
0,1,4.720000e+09,-3.826120e+09,-2.441200e+09
0,1,4.730000e+09,-3.825010e+09,-2.439070e+09
0,1,4.740000e+09,-3.823920e+09,-2.436820e+09
0,1,4.750000e+09,-3.822860e+09,-2.434720e+09
0,1,4.760000e+09,-3.821790e+09,-2.432690e+09
0,1,4.770000e+09,-3.820700e+09,-2.430640e+09
0,1,4.780000e+09,-3.819610e+09,-2.428530e+09
0,1,4.790000e+09,-3.818520e+09,-2.426490e+09
0,1,4.800000e+09,-3.817460e+09,-2.424270e+09
0,1,4.810000e+09,-3.816370e+09,-2.422250e+09
0,1,4.820000e+09,-3.815310e+09,-2.420060e+09
0,1,4.830000e+09,-3.814280e+09,-2.418070e+09
0,1,4.840000e+09,-3.813200e+09,-2.415920e+09
0,1,4.850000e+09,-3.812090e+09,-2.413710e+09
0,1,4.860000e+09,-3.811020e+09,-2.411590e+09
0,1,4.870000e+09,-3.809980e+09,-2.409360e+09
0,1,4.880000e+09,-3.808870e+09,-2.407340e+09
0,1,4.890000e+09,-3.807780e+09,-2.405200e+09
0,1,4.900000e+09,-3.806700e+09,-2.403300e+09
0,1,4.910000e+09,-3.805660e+09,-2.401330e+09
0,1,4.920000e+09,-3.804580e+09,-2.399270e+09
0,1,4.930000e+09,-3.803470e+09,-2.397130e+09
0,1,4.940000e+09,-3.802470e+09,-2.394980e+09
0,1,4.950000e+09,-3.801400e+09,-2.392860e+09
0,1,4.960000e+09,-3.800370e+09,-2.390730e+09
0,1,4.970000e+09,-3.799370e+09,-2.388520e+09
0,1,4.980000e+09,-3.798320e+09,-2.386410e+09
0,1,4.990000e+09,-3.797230e+09,-2.384400e+09
0,1,5.000000e+09,-3.796180e+09,-2.382440e+09
64,1,0,-5.2073e+09,-3.87702e+10
64,1,250000000,-5.27709e+09,-4.05916e+09
64,1,500000000,-5.22283e+09,-1.92493e+09
64,1,750000000,-5.21179e+09,-1.46268e+09
64,1,1000000000,-5.20859e+09,-1.31631e+09
64,1,1250000000,-5.20738e+09,-1.28376e+09
64,1,1500000000,-5.20706e+09,-1.25952e+09
64,1,1750000000,-5.20679e+09,-1.24811e+09
64,1,2000000000,-5.20662e+09,-1.2404e+09
64,1,2250000000,-5.20673e+09,-1.2387e+09
64,1,2500000000,-5.20663e+09,-1.23915e+09
64,1,2750000000,-5.20666e+09,-1.24063e+09
64,1,3000000000,-5.2066e+09,-1.236e+09
64,1,3250000000,-5.20664e+09,-1.24066e+09
64,1,3500000000,-5.20661e+09,-1.23734e+09
64,1,3750000000,-5.20658e+09,-1.23646e+09
64,1,4000000000,-5.20658e+09,-1.23931e+09
64,1,4250000000,-5.20658e+09,-1.238e+09
64,1,4500000000,-5.2063e+09,-1.09306e+09
64,1,4750000000,-5.20633e+09,-1.08703e+09
64,1,5000000000,-5.20633e+09,-1.09518e+09
64,2,0,-5.2073e+09,-3.87702e+10
64,2,250000000,-5.27352e+09,-3.98595e+09
64,2,500000000,-5.22139e+09,-1.86768e+09
64,2,750000000,-5.21124e+09,-1.43315e+09
64,2,1000000000,-5.20801e+09,-1.29994e+09
64,2,1250000000,-5.20709e+09,-1.25038e+09
64,2,1500000000,-5.2067e+09,-1.2294e+09
64,2,1750000000,-5.2066e+09,-1.22135e+09
64,2,2000000000,-5.20653e+09,-1.21857e+09
64,2,2250000000,-5.20643e+09,-1.21943e+09
64,2,2500000000,-5.20654e+09,-1.21579e+09
64,2,2750000000,-5.2065e+09,-1.21769e+09
64,2,3000000000,-5.20644e+09,-1.21895e+09
64,2,3250000000,-5.20658e+09,-1.21522e+09
64,2,3500000000,-5.2065e+09,-1.21753e+09
64,2,3750000000,-5.20656e+09,-1.21502e+09
64,2,4000000000,-5.20655e+09,-1.21658e+09
64,2,4250000000,-5.20656e+09,-1.21801e+09
64,2,4500000000,-5.20622e+09,-1.07946e+09
64,2,4750000000,-5.20622e+09,-1.07295e+09
64,2,5000000000,-5.20626e+09,-1.07249e+09
64,3,0,-5.2073e+09,-3.87702e+10
64,3,250000000,-5.2741e+09,-4.04819e+09
64,3,500000000,-5.22144e+09,-1.90783e+09
64,3,750000000,-5.21068e+09,-1.4489e+09
64,3,1000000000,-5.20805e+09,-1.3153e+09
64,3,1250000000,-5.20719e+09,-1.27105e+09
64,3,1500000000,-5.20692e+09,-1.25566e+09
64,3,1750000000,-5.20682e+09,-1.2506e+09
64,3,2000000000,-5.20669e+09,-1.24753e+09
64,3,2250000000,-5.20659e+09,-1.24535e+09
64,3,2500000000,-5.20668e+09,-1.24333e+09
64,3,2750000000,-5.20652e+09,-1.24342e+09
64,3,3000000000,-5.20662e+09,-1.24221e+09
64,3,3250000000,-5.20658e+09,-1.24474e+09
64,3,3500000000,-5.20671e+09,-1.24424e+09
64,3,3750000000,-5.20658e+09,-1.24805e+09
64,3,4000000000,-5.20664e+09,-1.24493e+09
64,3,4250000000,-5.20658e+09,-1.24417e+09
64,3,4500000000,-5.20637e+09,-1.10713e+09
64,3,4750000000,-5.20633e+09,-1.10369e+09
64,3,5000000000,-5.20637e+09,-1.10195e+09
64,4,0,-5.2073e+09,-3.87702e+10
64,4,250000000,-5.29027e+09,-4.88493e+09
64,4,500000000,-5.23285e+09,-2.43264e+09
64,4,750000000,-5.21819e+09,-1.73694e+09
64,4,1000000000,-5.21195e+09,-1.47209e+09
64,4,1250000000,-5.2094e+09,-1.35722e+09
64,4,1500000000,-5.20794e+09,-1.30072e+09
64,4,1750000000,-5.20732e+09,-1.27696e+09
64,4,2000000000,-5.20693e+09,-1.26397e+09
64,4,2250000000,-5.20693e+09,-1.2571e+09
64,4,2500000000,-5.20686e+09,-1.24815e+09
64,4,2750000000,-5.2068e+09,-1.24702e+09
64,4,3000000000,-5.20681e+09,-1.24251e+09
64,4,3250000000,-5.20672e+09,-1.24264e+09
64,4,3500000000,-5.20657e+09,-1.24286e+09
64,4,3750000000,-5.2067e+09,-1.23994e+09
64,4,4000000000,-5.20666e+09,-1.24227e+09
64,4,4250000000,-5.20666e+09,-1.24261e+09
64,4,4500000000,-5.20638e+09,-1.06838e+09
64,4,4750000000,-5.20618e+09,-1.0547e+09
64,4,5000000000,-5.20627e+09,-1.05739e+09
64,5,0,-5.2073e+09,-3.87702e+10
64,5,250000000,-5.28912e+09,-4.8272e+09
64,5,500000000,-5.23226e+09,-2.39708e+09
64,5,750000000,-5.21763e+09,-1.7089e+09
64,5,1000000000,-5.21148e+09,-1.46295e+09
64,5,1250000000,-5.20897e+09,-1.3497e+09
64,5,1500000000,-5.20788e+09,-1.29519e+09
64,5,1750000000,-5.2073e+09,-1.26827e+09
64,5,2000000000,-5.20705e+09,-1.24921e+09
64,5,2250000000,-5.20691e+09,-1.24707e+09
64,5,2500000000,-5.20682e+09,-1.23972e+09
64,5,2750000000,-5.2068e+09,-1.24128e+09
64,5,3000000000,-5.2068e+09,-1.23847e+09
64,5,3250000000,-5.20674e+09,-1.2377e+09
64,5,3500000000,-5.20672e+09,-1.23672e+09
64,5,3750000000,-5.20669e+09,-1.23878e+09
64,5,4000000000,-5.20677e+09,-1.23494e+09
64,5,4250000000,-5.20675e+09,-1.23522e+09
64,5,4500000000,-5.20628e+09,-1.06146e+09
64,5,4750000000,-5.20636e+09,-1.05422e+09
64,5,5000000000,-5.20629e+09,-1.05141e+09
64,6,0,-5.2073e+09,-3.87702e+10
64,6,250000000,-5.27839e+09,-4.17716e+09
64,6,500000000,-5.22482e+09,-2.0135e+09
64,6,750000000,-5.21316e+09,-1.53086e+09
64,6,1000000000,-5.20917e+09,-1.37296e+09
64,6,1250000000,-5.20771e+09,-1.30525e+09
64,6,1500000000,-5.20713e+09,-1.27985e+09
64,6,1750000000,-5.20697e+09,-1.26451e+09
64,6,2000000000,-5.20682e+09,-1.26145e+09
64,6,2250000000,-5.20666e+09,-1.26327e+09
64,6,2500000000,-5.20677e+09,-1.25661e+09
64,6,2750000000,-5.20665e+09,-1.25339e+09
64,6,3000000000,-5.20667e+09,-1.25431e+09
64,6,3250000000,-5.20663e+09,-1.25585e+09
64,6,3500000000,-5.20667e+09,-1.25767e+09
64,6,3750000000,-5.20667e+09,-1.25324e+09
64,6,4000000000,-5.20672e+09,-1.25247e+09
64,6,4250000000,-5.20661e+09,-1.2528e+09
64,6,4500000000,-5.20635e+09,-1.1028e+09
64,6,4750000000,-5.20636e+09,-1.11e+09
64,6,5000000000,-5.20632e+09,-1.1081e+09
64,7,0,-5.2073e+09,-3.87702e+10
64,7,250000000,-5.27607e+09,-4.05516e+09
64,7,500000000,-5.22274e+09,-1.93231e+09
64,7,750000000,-5.2119e+09,-1.47451e+09
64,7,1000000000,-5.20854e+09,-1.33057e+09
64,7,1250000000,-5.20738e+09,-1.27712e+09
64,7,1500000000,-5.20697e+09,-1.25735e+09
64,7,1750000000,-5.20689e+09,-1.24636e+09
64,7,2000000000,-5.20675e+09,-1.24329e+09
64,7,2250000000,-5.20665e+09,-1.23635e+09
64,7,2500000000,-5.20665e+09,-1.23783e+09
64,7,2750000000,-5.20666e+09,-1.24102e+09
64,7,3000000000,-5.2066e+09,-1.23681e+09
64,7,3250000000,-5.20658e+09,-1.2357e+09
64,7,3500000000,-5.20647e+09,-1.24002e+09
64,7,3750000000,-5.20664e+09,-1.23997e+09
64,7,4000000000,-5.20656e+09,-1.23728e+09
64,7,4250000000,-5.20666e+09,-1.23929e+09
64,7,4500000000,-5.20627e+09,-1.09966e+09
64,7,4750000000,-5.20637e+09,-1.09685e+09
64,7,5000000000,-5.2063e+09,-1.09895e+09
64,8,0,-5.2073e+09,-3.87702e+10
64,8,250000000,-5.27361e+09,-4.02453e+09
64,8,500000000,-5.22219e+09,-1.91094e+09
64,8,750000000,-5.21158e+09,-1.47145e+09
64,8,1000000000,-5.20837e+09,-1.33645e+09
64,8,1250000000,-5.20724e+09,-1.27826e+09
64,8,1500000000,-5.20689e+09,-1.26005e+09
64,8,1750000000,-5.20676e+09,-1.25081e+09
64,8,2000000000,-5.20664e+09,-1.24452e+09
64,8,2250000000,-5.20658e+09,-1.24314e+09
64,8,2500000000,-5.2066e+09,-1.24334e+09
64,8,2750000000,-5.20661e+09,-1.24221e+09
64,8,3000000000,-5.2066e+09,-1.24507e+09
64,8,3250000000,-5.20664e+09,-1.24554e+09
64,8,3500000000,-5.20659e+09,-1.24363e+09
64,8,3750000000,-5.20655e+09,-1.24365e+09
64,8,4000000000,-5.20656e+09,-1.2462e+09
64,8,4250000000,-5.2066e+09,-1.24402e+09
64,8,4500000000,-5.20624e+09,-1.10052e+09
64,8,4750000000,-5.20633e+09,-1.09803e+09
64,8,5000000000,-5.20636e+09,-1.09777e+09
64,9,0,-5.2073e+09,-3.87702e+10
64,9,250000000,-5.27633e+09,-4.06711e+09
64,9,500000000,-5.22204e+09,-1.92292e+09
64,9,750000000,-5.21123e+09,-1.4762e+09
64,9,1000000000,-5.20807e+09,-1.33712e+09
64,9,1250000000,-5.20713e+09,-1.28103e+09
64,9,1500000000,-5.2069e+09,-1.25527e+09
64,9,1750000000,-5.20665e+09,-1.24628e+09
64,9,2000000000,-5.20663e+09,-1.24293e+09
64,9,2250000000,-5.20667e+09,-1.24217e+09
64,9,2500000000,-5.20652e+09,-1.24382e+09
64,9,2750000000,-5.20655e+09,-1.24041e+09
64,9,3000000000,-5.20661e+09,-1.24028e+09
64,9,3250000000,-5.20664e+09,-1.24131e+09
64,9,3500000000,-5.20654e+09,-1.23836e+09
64,9,3750000000,-5.20664e+09,-1.24416e+09
64,9,4000000000,-5.20662e+09,-1.23912e+09
64,9,4250000000,-5.20656e+09,-1.24292e+09
64,9,4500000000,-5.2064e+09,-1.10349e+09
64,9,4750000000,-5.20625e+09,-1.10094e+09
64,9,5000000000,-5.20628e+09,-1.09801e+09
64,10,0,-5.2073e+09,-3.87702e+10
64,10,250000000,-5.27621e+09,-4.11033e+09
64,10,500000000,-5.22369e+09,-2.00352e+09
64,10,750000000,-5.21216e+09,-1.51782e+09
64,10,1000000000,-5.20872e+09,-1.36393e+09
64,10,1250000000,-5.20748e+09,-1.30451e+09
64,10,1500000000,-5.2071e+09,-1.28108e+09
64,10,1750000000,-5.20687e+09,-1.27041e+09
64,10,2000000000,-5.20686e+09,-1.26744e+09
64,10,2250000000,-5.2068e+09,-1.26697e+09
64,10,2500000000,-5.20675e+09,-1.26602e+09
64,10,2750000000,-5.20672e+09,-1.26499e+09
64,10,3000000000,-5.2067e+09,-1.26634e+09
64,10,3250000000,-5.20675e+09,-1.2607e+09
64,10,3500000000,-5.20666e+09,-1.26187e+09
64,10,3750000000,-5.20665e+09,-1.26389e+09
64,10,4000000000,-5.2066e+09,-1.26283e+09
64,10,4250000000,-5.20669e+09,-1.26203e+09
64,10,4500000000,-5.20641e+09,-1.12618e+09
64,10,4750000000,-5.20636e+09,-1.12418e+09
64,10,5000000000,-5.20634e+09,-1.12073e+09
